"trip_duration","distance_traveled","num_of_passengers","fare","tip","miscellaneous_fees","total_fare","surge_applied"
563,3.06,1,63.75,8,26.125,97.875,1
2516,8.64,1,206.25,0,26.625,232.875,1
540,2.09,3,56.25,20,9.25,85.5,0
332,1.45,5,45,22,10.25,77.25,0
500,2.86,1,60,0,9.75,69.75,0
1917,9.99,1,180,8,5.5,193.5,0
634,2.86,1,67.5,19,26.45,112.95,1
523,2.25,1,60,20,5.8,85.8,0
498,2.75,2,63.75,15,6,84.75,0
704,2.74,1,71.25,0,6,77.25,0
805,4.8,1,93.75,26,33.7,153.45,1
2661,12.96,1,251.25,0,13.5,264.75,0
305,4.09,1,116.25,24,1.95000000000002,142.2,0
280,1.11,1,37.5,0,6,43.5,0
197,0.23,1,30,0,6,36,0
385,1.13,1,45,8,34.075,87.075,1
797,4.15,1,86.25,23,30.7,139.95,1
886,6.74,1,112.5,31,9.34999999999999,152.85,0
1147,4.35,2,105,34,34.625,173.625,1
364,2.01,5,48.75,0,13.5,62.25,0
706,3.56,1,75,0,9.75,84.75,0
414,1.43,1,41.25,0,13.5,54.75,0
1215,9.51,1,150,26,55.375,231.375,0
359,1.24,1,41.25,9,6.45,56.7,0
1012,4.67,1,101.25,26,26.125,153.375,1
1513,8.35,1,153.75,38,33.7,225.45,1
1651,7.56,1,161.25,38,26.125,225.375,1
550,3.2,3,63.75,15,9.45,88.2,0
2,0.1,1,75,19,2.59999999999999,96.6,0
560,1.58,1,52.5,0,34.125,86.625,1
102,0.4,1,26.25,0,9.75,36,0
502,0.64,1,48.75,0,13.5,62.25,0
423,1.69,1,48.75,17,33.7,99.45,1
2022,7.98,1,168.75,0,6,174.75,0
140,0.8,1,30,11,5.8,46.8,0
297,0.97,1,37.5,0,9.75,47.25,0
832,4.35,2,90,23,26.875,139.875,1
180,0.64,1,30,0,13.5,43.5,0
332,1.3,1,41.25,0,13.5,54.75,0
360,0.98,1,37.5,0,13.5,51,0
649,2.82,1,63.75,14,5.95,83.7,0
2032,4.68,1,157.5,0,34.125,191.625,1
712,3.51,1,71.25,0,9.75,81,0
805,5.6,1,97.5,38,5.5,141,0
2288,12.55,1,243.75,54,26.7,324.45,1
212,1.13,1,37.5,0,6,43.5,0
398,1.29,1,45,0,6,51,0
442,2.95,1,63.75,0,6,69.75,0
757,3.3,1,78.75,18,13.95,110.7,0
1319,13.66,1,195,0,6,201,0
1218,5.47,1,112.5,28,26.375,166.875,1
983,4.94,1,105,0,26.625,131.625,1
838,3.64,1,82.5,0,6,88.5,0
892,7.1,1,120,35,55.15,210.15,0
1259,6.39,4,300,65,22.45,387.45,1
1307,5.25,1,120,0,6,126,0
379,1.93,1,45,0,6,51,0
958,5.13,3,101.25,0,9.75,111,0
882,5.75,1,97.5,28,13.25,138.75,0
626,4.43,1,78.75,21,26.7,126.45,1
257,1.42,1,41.25,9,6.45,56.7,0
2290,23,1,311.25,0,62.625,373.875,0
351,1.27,1,45,13,5.75,63.75,0
451,1.85,1,52.5,0,13.5,66,0
693,2.25,0,67.5,19,26.45,112.95,1
356,3.22,1,56.25,8,29.875,94.125,1
1016,5.62,4,108.75,0,6,114.75,0
803,4.1,2,82.5,0,6,88.5,0
1257,4.15,1,108.75,24,13.95,146.7,0
490,2.69,1,60,0,6,66,0
1113,4.36,1,105,0,6,111,0
522,1.54,2,52.5,7,13.1,72.6,0
3700,13.65,2,296.25,0,9.75,306,0
1249,12.12,1,180,38,54.625,272.625,0
1243,6.9,2,120,31,33.95,184.95,1
202,1.29,1,33.75,0,34.125,67.875,1
711,4.51,1,86.25,18,6.375,110.625,0
1836,10.56,1,195,44,26.95,265.95,1
559,1.61,1,56.25,0,6.00000000000001,62.25,0
1567,10.98,1,176.25,0,55.125,231.375,0
818,3.49,1,78.75,1,5.75,85.5,0
732,2.96,1,71.25,15,6.45,92.7,0
1518,11.59,1,187.5,15,34.125,236.625,1
349,1.71,1,45,0,6,51,0
851,2.54,2,78.75,26,26.95,131.7,1
807,3.23,1,78.75,0,6,84.75,0
507,2.74,1,90,0,2.25,92.25,0
768,4.01,1,82.5,0,6,88.5,0
678,2.04,1,63.75,0,6,69.75,0
2531,20.91,1,311.25,73,55.4,439.65,0
684,6.84,1,108.75,0,6,114.75,0
272,0.77,1,37.5,0,13.5,51,0
345,1.29,2,41.25,0,6,47.25,0
933,4.52,1,93.75,24,26.7,144.45,1
317,1.35,1,45,0,6,51,0
329,1.83,1,45,0,9.75,54.75,0
703,1.5,1,112.5,0,2.25,114.75,0
1445,5.49,1,127.5,0,26.625,154.125,1
875,2.12,1,75,16,6.2,97.2,0
104,0.56,1,26.25,0,9.75,36,0
1072,6.89,1,116.25,0,13.5,129.75,0
525,2.3,1,60,20,5.8,85.8,0
2162,31.27,3,525,0,2.25,527.25,0
1107,4.44,1,101.25,38,27.025,166.275,1
1274,3.67,1,112.5,26,34.525,173.025,1
1367,5.62,5,123.75,30,26.7,180.45,1
292,1.22,1,37.5,0,6,43.5,0
502,2.22,1,56.25,23,33.7,112.95,1
445,3.04,1,56.25,15,30.075,101.325,1
425,2.22,5,52.5,20,13.3,85.8,0
436,4.17,1,75,0,6,81,0
2104,6.84,1,168.75,0,26.625,195.375,1
1810,8.58,1,172.5,8,33.625,214.125,1
897,3.91,1,90,0,2.25,92.25,0
563,2.57,1,63.75,14,5.95,83.7,0
396,1.53,1,45,15,13.125,73.125,0
1139,5.87,1,120,0,6,126,0
1724,12.18,1,198.75,0,26.625,225.375,1
1225,8.87,1,138.75,0,26.625,165.375,1
2482,22.45,1,315,0,55.125,370.125,0
1093,2.61,1,93.75,24,26.7,144.45,1
386,1.85,1,48.75,19,26.45,94.2,1
155,0.84,1,30,11,26.95,67.95,1
1171,7.71,2,127.5,0,9.75,137.25,0
263,0.69,1,60,12,2.7,74.7,0
737,2.85,1,75,0,6,81,0
352,1.29,1,45,0,6,51,0
1688,6.28,1,142.5,0,6,148.5,0
995,3.51,1,90,0,26.625,116.625,1
502,2.29,1,56.25,0,13.5,69.75,0
1533,3.54,1,120,15,13.5,148.5,0
2838,10.62,1,255,0,26.625,281.625,1
837,2.25,1,75,20,26.95,121.95,1
812,2.53,1,75,16,6.2,97.2,0
1362,5.31,1,123.75,0,34.125,157.875,1
296,1.14,1,37.5,0,13.5,51,0
1148,4.88,1,120,0,6,126,0
360,2.09,1,48.75,11,5.875,65.625,0
725,4.39,1,90,19,6.2,115.2,0
484,1.63,1,52.5,0,13.5,66,0
1212,6.52,4,123.75,30,26.7,180.45,1
923,5.63,1,105,22,6.125,133.125,0
30,0.03,2,600,181,1.92499999999995,782.925,0
794,2.09,1,71.25,0,13.5,84.75,0
581,3.77,1,71.25,20,26.2,117.45,1
3531,16.67,1,322.5,66,5.7000000000001,394.2,0
608,3.07,5,67.5,0,6,73.5,0
2127,13.52,1,221.25,57,62.25,340.5,0
255,1.45,3,37.5,8,13.15,58.65,0
1266,5.21,1,116.25,24,6.44999999999999,146.7,0
1008,4.41,5,90,26,13.375,129.375,0
385,2.25,1,52.5,8,9.25,69.75,0
1122,7.55,6,131.25,0,6,137.25,0
507,1.98,1,56.25,0,6.00000000000001,62.25,0
1775,5.42,1,146.25,40,13.4,199.65,0
488,3.07,1,67.5,0,6,73.5,0
823,3.46,1,82.5,19,13.7,115.2,0
963,2.57,1,82.5,0,6,88.5,0
513,1.77,1,52.5,0,13.5,66,0
884,1.8,1,71.25,0,6,77.25,0
1195,5.49,1,112.5,16,6.5,135,0
841,3.57,1,82.5,18,5.7,106.2,0
461,2.38,1,52.5,0,13.5,66,0
501,1.82,1,56.25,0,6.00000000000001,62.25,0
456,2.75,1,56.25,0,6.00000000000001,62.25,0
1368,5.1,1,120,15,26.325,161.325,1
1329,10.03,1,165,0,6,171,0
694,4.07,1,78.75,27,30.675,136.425,1
1211,7.35,2,131.25,32,26.2,189.45,1
783,3.51,1,82.5,0,6,88.5,0
387,1.77,0,45,20,33.925,98.925,1
381,1.82,1,45,11,9.7,65.7,0
1006,4.67,3,97.5,0,13.5,111,0
415,2.27,1,52.5,15,5.625,73.125,0
636,3.06,1,67.5,16,13.7,97.2,0
700,4.52,1,82.5,15,26.625,124.125,1
923,4.04,2,86.25,8,13,107.25,0
438,1.19,1,45,0,6,51,0
1063,5.78,1,108.75,0,6,114.75,0
211,1.82,1,41.25,15,9.75,66,0
284,1.58,1,41.25,22,27.125,90.375,1
133,0.6,1,26.25,6,6.45,38.7,0
383,1.67,1,48.75,12,13.95,74.7,0
849,3.64,1,78.75,21,26.7,126.45,1
333,1.29,1,41.25,15,6.00000000000001,62.25,0
397,4.47,1,71.25,0,9.75,81,0
659,1.54,1,60,0,6.075,66.075,0
708,2.32,5,63.75,15,9.45,88.2,0
1769,11.12,1,195,44,26.95,265.95,1
1542,5.99,1,138.75,0,6,144.75,0
85074,1.29,2,90,0,2.25,92.25,0
384,1.34,1,45,0,13.5,58.5,0
1082,8.71,1,138.75,0,26.625,165.375,1
856,3.06,1,78.75,21,6,105.75,0
511,3.59,1,67.5,0,26.85,94.35,1
700,3.19,1,71.25,23,6.175,100.425,0
77,0.79,1,26.25,0,6,32.25,0
539,3.48,1,67.5,15,30.375,112.875,1
1086,7.89,1,135,44,13.75,192.75,0
1513,3.99,1,120,27,13.2,160.2,0
961,3.64,1,86.25,23,26.2,135.45,1
317,1.88,1,45,11,9.7,65.7,0
469,2.22,1,90,8,1.75,99.75,0
793,2.41,1,71.25,11,13.75,96,0
994,2.57,1,90,8,5.5,103.5,0
525,2.88,6,60,13,26.6,99.6,1
2009,11.27,1,206.25,47,26.2,279.45,1
751,3.72,1,82.5,23,34.45,139.95,1
1072,4.75,1,105,0,26.625,131.625,1
890,4.47,1,90,0,9.75,99.75,0
371,1.75,1,48.75,5,6.475,60.225,0
3870,29.19,1,431.25,101,30.625,562.875,1
408,1.54,2,48.75,14,5.64999999999999,68.4,0
1571,8.74,1,157.5,46,26.675,230.175,1
892,2.88,1,82.5,18,5.7,106.2,0
817,2.3,1,71.25,0,6,77.25,0
511,3.54,1,63.75,20,33.625,117.375,1
545,2.66,1,60,15,13.2,88.2,0
254,1.42,1,37.5,8,9.25,54.75,0
644,2.41,1,63.75,14,5.5,83.25,0
624,4.78,1,90,29,5.8,124.8,0
877,3.44,1,86.25,23,26.2,135.45,1
955,17.24,1,221.25,57,5.85000000000002,284.1,0
846,5.79,1,101.25,39,30.825,171.075,1
660,2.74,3,71.25,20,26.2,117.45,1
856,3.69,2,86.25,0,13.5,99.75,0
406,2.04,1,52.5,0,6,58.5,0
598,3.11,1,71.25,0,6,77.25,0
1540,7.97,1,161.25,50,6.17500000000001,217.425,0
1112,6.47,1,116.25,0,26.625,142.875,1
895,6.55,1,112.5,0,30.375,142.875,1
1091,5.86,1,108.75,14,30.325,153.075,1
396,1.85,1,52.5,12,10.2,74.7,0
786,3.64,1,78.75,8,5.5,92.25,0
967,6.79,2,112.5,0,13.5,126,0
569,6.45,1,150,30,2.69999999999999,182.7,0
582,2.78,1,63.75,14,5.95,83.7,0
1261,7.15,1,127.5,0,26.625,154.125,1
2304,13.52,1,236.25,26,26.95,289.2,1
798,7.5,2,120,31,33.95,184.95,1
912,2.75,1,82.5,13,5.75,101.25,0
223,1.11,1,37.5,9,10.2,56.7,0
1266,6.73,2,127.5,0,26.625,154.125,1
1878,7.27,1,157.5,0,6,163.5,0
1028,9.53,1,146.25,46,5.67500000000001,197.925,0
1208,3.06,1,101.25,26,26.125,153.375,1
1158,4.83,2,112.5,29,34.375,175.875,1
349,1.09,1,41.25,11,34.45,86.7,1
365,1.77,1,45,0,13.5,58.5,0
1815,8.19,1,165,38,26.95,229.95,1
415,1.96,1,48.75,64,13.625,126.375,0
1145,3.36,1,97.5,25,26.45,148.95,1
473,1.43,1,48.75,15,26.7,90.45,1
568,3.04,1,63.75,18,10.125,91.875,0
627,4.26,2,78.75,0,30.375,109.125,1
390,3.04,1,60,0,9.75,69.75,0
1479,4.35,1,120,0,13.5,133.5,0
1405,12.94,1,187.5,0,26.625,214.125,1
940,2.09,1,78.75,0,6,84.75,0
998,12.83,1,176.25,58,54.95,289.2,0
1357,9.61,1,153.75,1,9.5,164.25,0
371,2.72,1,56.25,16,10.25,82.5,0
531,2.19,1,56.25,10,14,80.25,0
1448,5.57,1,131.25,0,6,137.25,0
212,1.38,1,33.75,11,9.625,54.375,0
998,3.91,1,93.75,24,26.7,144.45,1
484,1.69,1,48.75,0,9.75,58.5,0
1014,3.91,2,97.5,0,9.75,107.25,0
1330,2.64,1,105,26,26.95,157.95,1
1546,10.24,5,180,0,6,186,0
324,2.49,1,48.75,8,9.25,66,0
360,1.64,1,45,0,9.75,54.75,0
1283,5.26,1,116.25,26,13.45,155.7,0
1823,11.27,1,180,0,13.5,193.5,0
1016,8.5,1,127.5,0,6,133.5,0
599,2.33,1,60,13,6.2,79.2,0
910,2.14,1,75,0,6,81,0
595,2.3,1,63.75,15,13.95,92.7,0
551,3.54,0,67.5,19,26.375,112.875,1
741,4.18,1,78.75,15,34.125,127.875,1
511,1.87,1,56.25,17,26.2,99.45,1
1377,11.94,1,176.25,46,5.59999999999999,227.85,0
1033,5.21,2,101.25,0,9.75,111,0
507,1.8,1,52.5,0,6,58.5,0
711,3.81,1,75,0,26.625,101.625,1
846,5.34,2,97.5,8,29.875,135.375,1
320,1.46,1,45,0,6,51,0
1295,5.6,1,116.25,29,26.2,171.45,1
2071,15.9,2,251.25,15,30.375,296.625,1
1061,6.6,1,116.25,16,10.25,142.5,0
331,1.61,1,45,0,6,51,0
814,6.52,5,105,24,13.2,142.2,0
608,2.57,1,63.75,0,13.5,77.25,0
1783,5.92,2,150,75,13.5,238.5,0
441,0.9,1,45,10,5.675,60.675,0
1405,4.01,1,116.25,24,6.44999999999999,146.7,0
867,3.28,1,82.5,0,6,88.5,0
253,1.45,1,37.5,9,10.2,56.7,0
912,2.86,1,82.5,0,13.5,96,0
916,10.62,1,153.75,42,54.75,250.5,0
430,2.12,1,52.5,20,26.425,98.925,1
1015,4.96,1,101.25,21,6.44999999999999,128.7,0
501,1.74,1,52.5,12,5.69999999999999,70.2,0
900,1.45,1,75,20,6.25,101.25,0
660,1.29,1,60,17,26.95,103.95,1
552,2.38,1,63.75,0,9.75,73.5,0
1892,15.24,1,225,68,75.25,368.25,1
85800,4.44,1,78.75,0,34.125,112.875,1
1417,7.05,5,138.75,0,9.75,148.5,0
1105,3.83,1,93.75,16,26.3,136.05,1
257,1.11,1,37.5,15,6,58.5,0
549,1.58,2,56.25,17,26.2,99.45,1
600,5.68,1,120,0,2.25,122.25,0
833,2.45,1,78.75,21,26.7,126.45,1
663,3.91,1,82.5,18,5.7,106.2,0
469,1.85,1,52.5,0,6,58.5,0
1217,2.25,1,97.5,22,6.5,126,0
313,1.26,1,41.25,0,6,47.25,0
231,1.11,2,33.75,38,9.25,81,0
983,8.72,1,127.5,0,55.125,182.625,0
2102,38.69,1,491.25,0,9.75,501,0
1458,4.83,1,120,25,6.125,151.125,0
1253,6.24,1,120,32,10.15,162.15,0
1536,9.33,1,161.25,0,13.5,174.75,0
1164,14.05,1,198.75,15,6,219.75,0
363,2.24,1,48.75,16,30.2,94.95,1
1630,9.17,1,165,0,34.125,199.125,1
1519,3.04,1,116.25,0,6,122.25,0
491,4.68,1,82.5,0,6,88.5,0
913,4.51,1,93.75,24,26.7,144.45,1
430,2.04,2,52.5,0,9.75000000000001,62.25,0
495,2.59,2,60,26,26.575,112.575,1
1541,10.28,2,172.5,0,2.25,174.75,0
690,3.85,1,90,0,2.25,92.25,0
248,0.76,1,33.75,0,13.5,47.25,0
349,3.94,1,63.75,0,26.625,90.375,1
3081,28.32,1,405,0,34.125,439.125,1
908,7.35,1,123.75,26,5.95000000000002,155.7,0
2161,11.06,1,198.75,45,26.7,270.45,1
547,1.53,1,56.25,12,6.45,74.7,0
440,1.79,1,48.75,12,13.95,74.7,0
931,10.78,1,150,53,62.5,265.5,0
1389,14.31,2,262.5,53,2.19999999999999,317.7,0
667,3.35,1,71.25,15,26.625,112.875,1
559,2.41,1,60,13,6.2,79.2,0
762,4.41,1,90,22,14,126,0
3620,10.98,2,285,0,6,291,0
1166,9.12,1,142.5,34,26.45,202.95,1
1718,19.01,1,258.75,0,6,264.75,0
1388,3.22,1,108.75,24,13.875,146.625,0
275,1.46,1,41.25,11,13.45,65.7,0
949,6.41,1,112.5,15,13.5,141,0
584,2.64,1,63.75,0,6,69.75,0
831,3.01,1,75,25,27.05,127.05,1
858,3.56,1,82.5,22,26.45,130.95,1
1244,4.35,1,108.75,0,9.75,118.5,0
685,2.14,1,67.5,12,34.35,113.85,1
467,1.9,1,52.5,13,13.7,79.2,0
90,0.5,2,22.5,0,13.5,36,0
856,6.63,1,116.25,29,26.2,171.45,1
804,6.86,1,112.5,18,5.77500000000001,136.275,0
614,2.2,1,63.75,10,6.5,80.25,0
547,2.93,1,63.75,14,5.95,83.7,0
607,1.98,1,48.75,18,9.30000000000001,76.05,0
186,0.95,1,33.75,0,6,39.75,0
416,1.79,1,48.75,30,13.5,92.25,0
478,1.87,1,52.5,26,6.25,84.75,0
457,1.85,1,52.5,12,10.2,74.7,0
430,1.77,1,52.5,0,6,58.5,0
380,1.09,2,45,15,6.3,66.3,0
575,4.83,1,86.25,0,6,92.25,0
247,1.01,1,37.5,9,5.7,52.2,0
447,4.65,1,75,21,30.45,126.45,1
1220,11.94,1,180,0,26.625,206.625,1
386,2.37,1,67.5,0,2.25,69.75,0
1233,3.94,1,101.25,0,13.5,114.75,0
333,1.71,1,45,0,6,51,0
1475,2.17,1,667.5,0,2.25,669.75,0
912,4.83,1,93.75,24,26.625,144.375,1
825,1.45,3,71.25,0,6,77.25,0
558,7.05,1,105,0,6,111,0
72,0.61,2,26.25,8,6.1,40.35,0
667,2.64,1,71.25,0,9.75,81,0
740,2.62,1,71.25,15,6.45,92.7,0
756,3.14,1,67.5,0,6,73.5,0
1168,5.34,1,108.75,27,26.7,162.45,1
1135,3.77,1,112.5,0,6,118.5,0
509,3.23,1,63.75,0,6,69.75,0
591,3.14,1,63.75,8,9.25,81,0
476,5.21,1,78.75,22,10.25,111,0
2286,12.71,1,260.25,0,2.25,262.5,0
1093,4.83,1,101.25,26,26.125,153.375,1
695,3.23,1,71.25,17,13.45,101.7,0
831,4.51,1,90,23,26.95,139.95,1
492,1.98,1,56.25,25,26.525,107.775,1
136,1.16,1,30,8,9.7,47.7,0
811,3.23,1,78.75,0,6,84.75,0
662,2.57,1,67.5,1,13.1,81.6,0
658,4.2,2,82.5,0,6,88.5,0
217,1.61,1,37.5,0,26.625,64.125,1
227,1.24,1,37.5,9,5.7,52.2,0
877,4.28,1,90,0,13.5,103.5,0
1102,8.14,1,146.25,40,55.4,241.65,0
452,2.64,1,56.25,16,10.25,82.5,0
333,1.16,1,37.5,9,5.7,52.2,0
410,1.96,6,48.75,0,13.5,62.25,0
488,1.93,1,52.5,15,26.625,94.125,1
452,2.01,1,52.5,12,5.69999999999999,70.2,0
537,1.79,1,56.25,12,27.075,95.325,1
1322,15.06,1,210,0,6,216,0
958,3.81,1,90,10,5.59999999999999,105.6,0
830,3.22,1,78.75,22,9.875,110.625,0
1789,10.43,1,195,0,26.625,221.625,1
301,1.95,1,45,10,6.2,61.2,0
223,1.38,1,37.5,14,9.925,61.425,0
1262,4.83,1,116.25,22,34.625,172.875,1
568,3.01,1,67.5,0,6,73.5,0
189,1.11,1,33.75,0,6,39.75,0
2076,10.4,3,198.75,51,54.9,304.65,0
605,4.07,1,75,25,10.175,110.175,0
230,1.38,1,37.5,0,26.625,64.125,1
1230,4.43,1,105,22,27.125,154.125,1
761,2.85,1,75,0,6,81,0
479,2.2,1,52.5,0,9.75000000000001,62.25,0
666,2.99,1,71.25,8,9.25,88.5,0
305,1.13,1,37.5,0,9.75,47.25,0
767,3.54,3,78.75,11,26.2,115.95,1
529,2.25,1,60,0,13.5,73.5,0
1019,9.27,1,142.5,0,13.5,156,0
1298,4.55,1,112.5,0,34.125,146.625,1
613,5.52,1,86.25,0,6,92.25,0
780,3.38,1,75,17,9.7,101.7,0
592,2.98,2,67.5,16,6.5,90,0
1063,4.67,1,101.25,13,5.90000000000001,120.15,0
18,0.16,1,18.75,0,6,24.75,0
1577,6.9,1,142.5,0,6,148.5,0
1139,5.39,1,112.5,0,30.375,142.875,1
603,2.88,1,67.5,0,9.75,77.25,0
362,2.86,1,56.25,0,13.5,69.75,0
1019,3.86,1,93.75,21,13.95,128.7,0
499,2.09,5,56.25,12,6.45,74.7,0
203,1.22,1,37.5,9,10.2,56.7,0
477,2.45,2,56.25,0,6.00000000000001,62.25,0
531,2.88,1,63.75,0,6,69.75,0
2188,11.1,1,202.5,38,26.125,266.625,1
2306,15.11,6,251.25,15,26.625,292.875,1
626,4.99,1,78.75,15,26.625,120.375,1
376,1.22,1,45,0,13.5,58.5,0
1044,11.47,1,165,0,30.375,195.375,1
953,4.57,1,93.75,24,26.7,144.45,1
1881,5.55,2,150,37,33.95,220.95,1
649,2.09,2,60,0,13.5,73.5,0
373,1.67,1,48.75,0,9.75,58.5,0
615,3.17,1,67.5,0,30.375,97.875,1
244,0.92,1,37.5,0,6,43.5,0
1008,10.67,1,153.75,150,9.75,313.5,0
511,2.06,1,52.5,0,6,58.5,0
1677,4.97,1,135,16,26.825,177.825,1
669,3.06,1,67.5,0,26.625,94.125,1
839,2.83,1,78.75,20,5.65000000000001,104.4,0
817,3.72,1,86.25,0,9.75,96,0
1979,6.37,1,157.5,18,27.075,202.575,1
3742,31.9,2,390,76,89,555,0
4907,20.58,1,397.5,0,13.5,411,0
449,1.24,1,45,0,9.75,54.75,0
2081,12.49,1,217.5,49,26.45,292.95,1
875,3.99,1,90,0,6,96,0
435,2.01,1,56.25,8,9.25,73.5,0
464,1.98,1,56.25,0,9.75,66,0
907,5.23,1,97.5,26,29.95,153.45,1
205,0.55,1,30,0,6,36,0
471,2.57,1,56.25,12,6.375,74.625,0
1657,6.04,1,138.75,0,13.5,152.25,0
2528,5.6,1,191.25,0,13.5,204.75,0
652,2.67,1,67.5,0,13.5,81,0
430,2.66,1,56.25,12,6.45,74.7,0
214,0.55,2,30,0,13.5,43.5,0
2935,8.42,1,240,0,9.75,249.75,0
1144,10.62,1,161.25,38,26.125,225.375,1
1387,8.58,2,142.5,0,30.375,172.875,1
753,3.2,1,71.25,0,6,77.25,0
2193,13.52,1,228.75,51,26.7,306.45,1
493,2.43,1,56.25,14,13.45,83.7,0
441,1.48,1,45,12,13.2,70.2,0
500,2.08,1,56.25,14,13.45,83.7,0
632,4.62,1,82.5,0,6,88.5,0
647,2.08,1,63.75,14,13.375,91.125,0
2516,4.65,2,195,0,9.75,204.75,0
248,0.64,1,33.75,0,6,39.75,0
772,5.04,1,93.75,25,5.90000000000001,124.65,0
610,2.74,1,67.5,15,5.7,88.2,0
648,2.67,1,67.5,0,6,73.5,0
186,0.6,1,30,0,6,36,0
1048,8.8,1,142.5,35,34.45,211.95,1
760,2.62,1,71.25,0,6,77.25,0
1067,6.94,1,123.75,26,5.95000000000002,155.7,0
1629,14.76,1,228.75,44,13.075,285.825,0
620,1.93,1,60,0,6,66,0
613,0.77,1,56.25,0,6.00000000000001,62.25,0
4355,19.67,1,386.25,0,6,392.25,0
1344,7.48,1,138.75,0,6,144.75,0
544,1.96,1,56.25,0,6.00000000000001,62.25,0
482,3.06,1,60,0,9.75,69.75,0
378,1.35,1,48.75,0,6,54.75,0
598,2.69,1,63.75,0,6,69.75,0
406,2.09,1,52.5,0,9.75000000000001,62.25,0
663,2.77,1,67.5,0,13.5,81,0
184,0.84,1,30,15,6,51,0
6700,24.41,1,566.25,0,6,572.25,0
722,2.25,1,71.25,15,6.45,92.7,0
774,2.14,1,71.25,0,6,77.25,0
475,2.29,1,56.25,14,13.45,83.7,0
935,3.93,1,105,0,2.25,107.25,0
983,3.33,1,90,0,34.125,124.125,1
297,1.75,2,45,10,6.2,61.2,0
1200,4.54,6,108.75,0,6,114.75,0
485,1.64,1,48.75,11,26.95,86.7,1
267,1.61,1,41.25,14,30.7,85.95,1
327,2,1,48.75,0,9.75,58.5,0
1693,6.28,1,146.25,0,34.125,180.375,1
806,10.2,1,142.5,35,29.95,207.45,1
3670,4.51,2,266.25,0,6,272.25,0
890,9.53,1,138.75,35,33.7,207.45,1
470,2.16,1,56.25,0,6.00000000000001,62.25,0
735,3.03,1,75,15,26.85,116.85,1
381,1.85,1,48.75,0,6,54.75,0
948,5.34,1,101.25,0,26.625,127.875,1
406,2.09,2,52.5,0,6,58.5,0
492,1.93,1,56.25,16,5.60000000000001,77.85,0
833,3.72,1,78.75,0,6,84.75,0
1338,4.67,1,120,0,26.625,146.625,1
191,0.64,1,30,17,26.5,73.5,1
197,0.97,1,33.75,8,5.95,47.7,0
475,2.25,1,56.25,12,6.45,74.7,0
795,3.07,2,75,22,13.625,110.625,0
479,2.03,1,52.5,12,5.69999999999999,70.2,0
257,1.75,1,41.25,0,6,47.25,0
1635,6.61,1,150,0,6,156,0
1613,4.97,1,135,35,6.25,176.25,0
521,1.37,1,52.5,16,14,82.5,0
1029,1.46,1,82.5,18,5.7,106.2,0
358,2.69,1,52.5,16,26.45,94.95,1
1426,6.76,1,135,0,30.375,165.375,1
251,1.24,1,37.5,9,5.7,52.2,0
2169,7.85,1,176.25,8,26.125,210.375,1
1289,4.15,1,108.75,21,6,135.75,0
654,6.16,2,101.25,34,13.925,149.175,0
1510,14.42,1,210,45,13.2,268.2,0
640,3.11,2,71.25,0,6,77.25,0
327,1.35,1,41.25,0,6,47.25,0
1227,8.93,5,153.75,24,6,183.75,0
495,1.38,2,52.5,16,26.45,94.95,1
1947,6.04,2,153.75,0,13.5,167.25,0
97,0.08,1,22.5,0,9.75,32.25,0
814,3.22,2,75,0,6,81,0
4475,31.41,1,491.25,0,6,497.25,0
275,1.9,1,41.25,11,13.45,65.7,0
689,2,1,63.75,0,13.5,77.25,0
1634,10.72,1,112.5,0,2.25,114.75,0
1084,2.41,1,90,19,6.125,115.125,0
1867,7.71,1,161.25,15,26.625,202.875,1
762,3.38,1,82.5,0,6,88.5,0
700,4.39,1,112.5,0,2.25,114.75,0
1175,7.07,1,127.5,0,9.75,137.25,0
2991,14.87,1,281.25,0,26.625,307.875,1
1104,3.56,1,93.75,0,6,99.75,0
631,3.6,1,71.25,20,30.7,121.95,1
2382,22.82,1,333.75,72,26.7,432.45,1
718,3.59,1,75,18,13.2,106.2,0
907,5.38,1,97.5,15,9.75,122.25,0
2719,10.32,1,225,0,34.125,259.125,1
561,2.88,1,63.75,15,13.95,92.7,0
547,2.25,1,60,0,6,66,0
135,0.61,1,26.25,0,13.5,39.75,0
1045,13.33,1,183.75,0,79.5,263.25,1
445,1.87,1,52.5,18,5.55000000000001,76.05,0
1467,8.66,1,157.5,25,9.80000000000001,192.3,0
67,0.06,2,22.5,0,13.5,36,0
948,4.17,1,93.75,0,6,99.75,0
1399,5.87,2,127.5,28,13.7,169.2,0
821,4.63,1,93.75,0,26.625,120.375,1
959,3.99,1,86.25,18,6.45,110.7,0
747,3.15,1,75,0,6,81,0
225,0.68,1,33.75,8,5.5,47.25,0
628,5.99,1,97.5,30,13.5,141,0
1236,4.81,1,112.5,28,26.45,166.95,1
463,1.45,1,48.75,12,9.375,70.125,0
413,1.59,1,48.75,0,6,54.75,0
596,0.89,1,56.25,0,6.00000000000001,62.25,0
615,4.62,1,78.75,22,30.2,130.95,1
547,2.74,1,60,15,13.125,88.125,0
202,0.97,1,33.75,23,6.10000000000001,62.85,0
784,3.99,1,78.75,21,26.7,126.45,1
634,3.07,1,67.5,11,6.02499999999999,84.525,0
1330,12.33,2,112.5,0,2.25,114.75,0
1074,3.48,5,86.25,0,6,92.25,0
